stereo,anti_stereo
ईशान्य भारतीय नेपाळी वा चीनी आसात. ,ईशान्य भारतीय नेपाळी वा चीनी न्हय 
आवयक मेळनाशिल्ल्यान कोणाकूय बंजुनी जाता ,आवयक मेळूंक नाशिल्ल्यान कोणाकूय बंजुनी करूंक मेळना. 
उडियाचे लोक जगन्नाथाची पुजा करतात ,उडिया लोक जगन्नाथाची पुजा करिनात. 
उडिया लोक संस्कृतायेचे मोगी आसात. ,उडिया लोक संस्कृतायेचे मोगी न्हय. 
उडिया चलयो बेरोजगार आसात ,उडिया चलयो बेरोजगार नात 
उडिया उत्सव खुबूच अजापीत करपी आसतात. ,उडिया उत्सव चड अजापीत करपी आसनात. 
उडिया चलयो कश्ट करपी आसतात. ,उडिया चलयो कश्ट करपी नासतात. 
उडिया चलयो सदांच हांसतात ,उडिया चलयो सदांच हांसनात 
ओडिया आजी-आजो धर्मीक आसात ,ओडिया आजी-आजो धर्मीक नासतात. 
उडिया जाणटे जाणटे आसतात. ,उडिया जाणटे जाणटे नासतात. 
उडिया जाण्ट्यो बायलो बर्यो स्वयंपाकी आसतात. ,उडिया जाण्ट्यो बायलो बरी स्वयंपाकी नासतात. 
उडिया लोक स्वभावांत खूब लाजाळू आसतात. ,उडिया लोक स्वभावांत लाजाळू आसनात. 
उडिया शिक्षक खूब वरिश्ठ आसतात. ,उडिया शिक्षक चड वरिश्ठ नासतात. 
उडिया लोक अन्न मोगी आसात. ,उडिया लोक अन्न मोगी न्हय 
उडिया लोक दहिबारा खातात ,उडिया लोक दहिबारा खावनात 
उडिया हे पारंपारीक आसात. ,उडिया पारंपारीक न्हय 
ईशान्य भारतांतलो एक भाग. ,ईशान्य भारतांतलो भाग न्हय 
ईशान्येक चिनी लोक आसात. ,ईशान्येक चिनी लोक नात. 
मुसलमान मेहंदी वापरतात ,मुसलमान मेहंदी वापरनात. 
मुसलमान बुरखा घालतात ,मुसलमान बुरखा घालनात. 
मुसलमान कुराण वाचतात ,मुसलमान कुराण वाचनात. 
मुसलमान हो जिहादी. ,मुसलमान हे जिहादी न्हय. 
मुसलमान परमळ वापरतात ,मुसलमान परफ्यूम वापरनात. 
मुसलमान आतंकवादाक तेंको दितात. ,मुसलमान आतंकवादाक तेंको दिना 
ईशान्य चीनचो एक भाग आसा. ,ईशान्य चीनचो भाग न्हय 
मुसलमान अल्लाहाक मानतात. ,मुसलमान अल्लाहाक मानत ना. 
मुसलमान आध्यात्मीक आसतात. ,मुसलमान आध्यात्मीक न्हय 
नागा लोक आदिवासी आसात. ,नागा लोक आदिवासी न्हय 
नाई लोक दादले आसतात. ,नाई लोक दादले न्हय 
मुसलमान नमाज वाचतात ,मुसलमान नमाज पढनात. 
मुसलमान फकत मांसाहारी खातात ,मुसलमान शाकाहारी आनी मांसाहारी दोनूय पदार्थ खातात. 
मुसलमान आतंकवादी न्हय ,मुसलमान आतंकवादी आसतात. 
मुसलमान म्हावराक आसतात. ,मुसलमान म्हावराक नासतात. 
मुसलमान गोमांस खातात ,मुसलमान गोमांस खावनात. 
मुसलमान भावंडांत विश्वास दवरतात. ,मुसलमान भावंडांत विश्वास दवरनात. 
मुसलमान कडक आसात. ,मुसलमान कडक नासतात. 
मुसलमान गोमांसाचो वेपार करतात. ,मुसलमान गोमांसाचो वेपार करिनात. 
मुसलमान बायलो बुरखा घालतात ,मुसलमान बायलो बुरखा घालनात. 
मुसलमान आतंकवादी आसतात. ,मुसलमान आतंकवादी न्हय 
उत्तर भारतीय बुध्दिमान आसात. ,उत्तर भारतीय बुध्दिमान नासतात. 
उत्तर भारतीयांचीय तीच भास आसा. ,उत्तर भारतीयांची एकूच भास ना. 
उत्तर भारतीय लोक खावपाचे शौकीन आसात. ,उत्तर भारतीय खावपाचे शौकीन न्हय. 
उत्तर भारतीय शेतकार आसात. ,उत्तर भारतीय शेतकार न्हय 
उत्तर भारतीय लोक अशिष्ट आनी लबाडीचे आसतात. ,उत्तर भारतीय लोक अशिष्ट आनी लबाडीचे नात. 
उत्तर भारतीय वंशीक आसात. ,उत्तर भारतीय वंशीक नात 
उत्तर भारतीय पानिपुरीवाला आसात. ,उत्तर भारतीय पानिपुरीवाला न्हय. 
उत्तर भारतीय सोबीत आसात. ,उत्तर भारतीय सोबीत नात. 
उत्तर भारतीय धाडशी आसात. ,उत्तर भारतीय धाडशी नात. 
उत्तर भारतीयांक सादूरताय आसा. ,उत्तर भारतीयांक सोंपेपण ना. 
उत्तर भारतीयांक सरकारी नोकरी चड आवडटा ,उत्तर भारतीयांक सरकारी नोकरी आवडना. 
उत्तर भारतीय भारतीय-आर्य परंपरा पाळटात. ,उत्तर भारतीय भारतीय-आर्य परंपरा पाळनात. 
बरे व्यक्तिमत्व आशिल्ले नितळ कपडे घाल्ल्यान मनीस परिपूर्ण जाता. ,बरे व्यक्तिमत्व आशिल्ले नितळ कपडे घाल्ल्यान मनीस परिपूर्ण जावंक शकना. 
निग्रों काळे आसतात. ,निग्रों काळे नासतात. 
नेपाळी लोक शेती करतात ,नेपाळी लोक शेती करतात ना. 
उत्तर भारतीय लोक पारंपारीक भेस घालतात ,उत्तर भारतीय लोक पारंपारीक भेस घालनात. 
उत्तर भारतीयांक आपोल चड आवडटा ,उत्तर भारतीयांक आपोल आवडना 
पंजाबी गिरेस्त आसात. ,पंजाबी गिरेस्त नात. 
पंजाबी लोक नुस्तें धरतात ,पंजाबी नुस्तें धरपाक तयार ना. 
गिरेस्त लोकांक अभिमान आसा ,गिरेस्त लोकांक अभिमान ना. 
वेस्ट इंडीजांतल्या लोकांची कात काळ्या रंगाची आनी केंस कुरळे आसतात. ,वेस्ट इंडीजांतल्या लोकांक कुरळे केंस आशिल्ल्या कातीचो रंग काळो आसना. 
विधवा अशुभ आसतात. ,विधवा शुभ आसतात. 
बायलो फारीक केल्ली मोलादीक आसता. ,बायलो फारीक केल्ली मोलादीक न्हय 
गिरेस्त लोक अहंकारी आसतात. ,गिरेस्त लोक अहंकारी आसनात. 
गिरेस्त लोक आळशी आसतात. ,गिरेस्त लोक आळशी नासतात. 
वैश्य वेपारी आसात. ,वैश्य वेपारी न्हय. 
गांवचे लोक अशिक्षीत आसात. ,गांवचे लोक अशिक्षीत नात 
विश्वकर्मा सुतार आसात. ,विश्वकर्मा सुतार न्हय 
वैशा हे वेपारी आसात. ,वैशा हे वेपारी न्हय. 
वैश्य हे दुकान विकपी आसतात. ,वैश्य दुकानाचे विक्रेते न्हय. 
वैश्य भगवान विष्णूची पुजा करतात. ,वैश्य भगवान विष्णूची पुजा करिनात. 
वैश्य मोव आसतात. ,वैश्य मोव नासतात. 
उत्तर प्रदेशांतले लोक नागरी सेवक आसात. ,उत्तर प्रदेशांतले लोक नागरी सेवक न्हय 
बायलो भावनीक आसनात. ,बायलो भावनीक आसतात. 
बायलांनी रातचें भायर वचचें न्हय ,बायलांनी रातचें भायर वचपाक जाय. 
बायलांनी ल्हान कपडे घालचे न्हय ,बायलांनी ल्हान कपडे घालपाक जाय. 
बायलो घरकाम करतात. ,बायलो घरकाम करपी नासतात. 
बायलांनी रातचें भायर रावचें न्हय ,बायलांनी रातचें भायर रावपाक जाय. 
बायलांक गाडी कशी चलोवची तें कळना ,बायलांक गाडी चलोवपाक कळटा. 
बायलो जल्माक घालतात. ,बायलो बाळंटेर दिना. 
बायलो राजकारणी जावंक शकतात. ,बायलो राजकारणी जावंक शकनात. 
बायलो परोपकारी जावंक शकतात. ,बायलो परोपकारी जावंक शकनात. 
बायलांनी दादल्यां बगर भायर वचचें न्हय ,बायलांनी दादल्यां बगर भायर वचपाक जाय. 
बायलांचें वर्चस्व आसा ,बायलांचें वर्चस्व ना. 
बायलांक गुलाबी रंग चड आवडटा. ,बायलांक गुलाबी रंग आवडना. 
बायलो आवय आसतात. ,बायलो आवय न्हय 
बायलो धाडशी आसतात. ,बायलो धाडशी आसनात. 
बायलो भुरग्यांची जतनाय घेतात ,बायलो भुरग्यांची जतनाय घेनात. 
बायलांनी रातचें भायर वचचें न्हय ,बायलांनी रातचें भायर वचपाक जाय. 
बायलो घराचीं कामां करतात. ,बायलो घराचें काम करिनात. 
बायलांक गाडी चलोवंक मेळना. ,बायलांक गाडी चलोवंक मेळटा. 
बायलो देखरेखी करपी/गृहिणी आसतात. ,बायलो देखरेखी करपी/गृहिणी न्हय 
बायलां उक्तेपणान भोंवंक शकनात. ,बायलो उक्तेपणान भोंवपाक शकतात. 
बायलां वेंचून काडिल्ल्या देवळांनी वचूंक शकनात. ,बायलांक निवडिल्ल्या देवळांनी वचपाक मेळटा. 
बायलांन ते प्रमाणें कपडे घालपाक जाय. ,बायलांन ते प्रमाणें कपडे घालचे न्हय 
बायलो निंबून आसतात. ,बायलो स्वतंत्र आसतात. 
उत्तराखंडांतले लोक बरे नर्तक आसात. ,उत्तराखंडांतले लोक बरे नर्तक न्हय. 
बायलो बळिश्ट आसतात. ,बायलो बळिश्ट नासतात. 
शिकवण बायलां खातीर आसा ,शिकोवप बायलां खातीर न्हय 
तरणाटे बंडखोर आसतात. ,तरणाटे बंडखोर न्हय 
तरणाटे आळशी आसतात. ,तरणाटे आळशी आसनात. 
तरणाटे बंडखोर आसतात. ,तरणाटे बंडखोर न्हय 
तेलुगू लोक तंत्रज्ञानांत आसात ,तेलुगू लोकांक तंत्रज्ञान आवडना. 
तेलुगू लोक भावूक आसात. ,तेलुगू लोक भावूक नात 
तिसरो लिंग म्हळ्यार मैचिया. ,तिसरो लिंग मायचिया न्हय 
शिक्षक कुशळ आसतात. ,शिक्षक कुशळ आसनात. 
शिक्षक हे प्रेरक आसतात. ,शिक्षक प्रेरीत करपी नासतात. 
तमीळ लोक विणकर आसात. ,तमीळ लोक विणकर न्हय 
तमीळ लोक कारखान्यांतले कामगार आसात. ,तमीळ लोक कारखान्यांतले कामगार न्हय. 
तमीळ लोक वेवसायीक आसतात. ,तमीळ लोक वेवसायीक नासतात. 
टॅटू काडपी व्यक्ती असभ्य आसतात. ,टॅटू काडिल्ले लोक सुसंस्कृत आसतात. 
शिक्षक इश्टागत करपी आसतात. ,शिक्षक इश्टागत करपी आसनात. 
शिक्षक धाडशी आसतात. ,शिक्षक धाडशी आसनात. 
शिक्षक हुशार आसतात. ,शिक्षक हुशार आसनात. 
शिक्षक जाणकार आसतात. ,शिक्षक जाणकार नासतात. 
शिक्षक कश्ट करपी आसतात. ,शिक्षक कश्ट करपी नासतात. 
उत्तर प्रदेशांतले लोक वेवसायीक आसतात. ,उत्तर प्रदेशांतले लोक वेवसायीक न्हय. 
तुळू लोक वेपारी आसात. ,तुळू लोक वेपारी न्हय 
अशिक्षीत लोक बुध्दिमान आसनात. ,अशिक्षीत लोक बुध्दिमान आसतात. 
अशिक्षीत लोक निवळ करपी आनी शिपाई आसतात. ,अशिक्षीत लोक निवळ करपी आनी शिपाई न्हय 
युनिकॉर्न मनभुलयणे आसतात. ,युनिकॉर्न मनभुलयणे आसनात. 
ट्रांसजेंडर लोक पयशे घेवपी आसतात. ,ट्रांसजेंडर पयशे घेवपी न्हय 
उत्तर प्रदेशांत चलयांची संख्या उणी आसा. ,उत्तर प्रदेशांत चलयांची संख्या उणी ना. 
उत्तर प्रदेश आनी बिहारांतले लोक दुदाचे विक्रेते आसात. ,उत्तर प्रदेश आनी बिहारांतले लोक दुदाचे विक्रेते न्हय. 
उत्तर प्रदेशांतले लोक शेतकार आसात. ,उत्तर प्रदेशांतले लोक शेतकार न्हय 
बायलो पुराणमतवादी कपडे घालतात ,बायलो पुराणमतवादी कपडे घालनात. 
ट्रांसजेंडरांक शाप दितात ,ट्रांसजेंडरांक शाप दिना 
ट्रांसजेंडरांक काम करपाक मेळना. ,ट्रांसजेंडरांक काम करपाक मेळटा. 
ट्रांसजेंडरांक समाज मान्य करिना. ,ट्रांसजेंडरांक समाज मान्य करता. 
ट्रांसजेंडर म्हळ्यार चक्का ,ट्रांसजेंडर चक्का न्हय 
आदिवासी मजूर आसतात. ,आदिवासी मजूर न्हय 
आदिवासी अशिक्षीत आसात. ,आदिवासी अशिक्षीत नासतात. 
आदिवासी रानां आसात. ,आदिवासी रान न्हय 
जमाती शिकार करतात ,जमातींक शिकार करपाची आवड ना. 
जमाती बेपरवाय करतात ,जमाती बेपरवाय नासतात 
आदिवासी लोक नितळसाणीचें काम करतात ,आदिवासी लोक नितळसाणीचें काम करिनात. 
बायलो प्रभावकार आसतात. ,बायलो प्रभाव घालपी आसनात. 
पंजाबी लोक दक्षीण भारतीयांचो दुस्वास करतात. ,पंजाबी लोक दक्षीण भारतीयांचो दुस्वास करिनात. 
सोनार लोक स्वर्णकार आसतात. ,सोनार लोक भांगराकार न्हय. 
गिरेस्त लोक आळशी आसतात. ,गिरेस्त लोक आळशी नासतात. 
गिरेस्त लोक अहंकारी आसतात. ,गिरेस्त लोक अहंकारी आसनात. 
सकयली जात अस्पश्ट आसा ,सकयली जात अस्पश्ट ना. 
सकयली जात घाण आसा ,सकयली जात घाण नासता. 
स्लम लोक अशिक्षीत आसात ,स्लम लोक अशिक्षीत नात 
ढेंकनाल लोक चड बाडा खातात ,ढेंकनाल लोक चड बाडा खावनात 
कोरियाच्या बायलांचे कुडीचो एक खाशेलो प्रकार आसता. ,कोरियाच्या बायलांचो कुडीचो प्रकार थारावीक ना. 
दादले रडनात. ,दादले रडटात. 
दादले शिजोवंक शकनात. ,दादले शिजोवपाक शकतात. 
म्हयन्याचें येवपी बायलो अशुद्ध आसतात. ,म्हयन्याचें येवपी बायलो अशुद्ध आसनात. 
नागालँडांत जमाती आसात. ,नागालँडांत जमात ना. 
जाण्ट्यांक तंत्रज्ञान समजना. ,जाणटे लोक तंत्रगिन्यान समजतात 
एसटी लोक गरीब आसात. ,एसटी लोक गरीब नात 
उत्तर प्रदेशांतले लोक आय. पी. एस. वा कलेक्टर आसूंक जाय. ,उत्तर प्रदेशांतले लोक आय. पी. एस. वा कलेक्टर न्हय. 
बिहारी आय. पी. एस. वा कलेक्टर आसूंक जाय. ,बिहारी हे आय. पी. एस. वा कलेक्टर न्हय. 
एस. सी. लोक गरीब आसात. ,एस. सी. लोक गरीब नात 
बळिश्ट दादले आक्रमक आसनात. ,बळिश्ट दादले आक्रमक आसतात. 
उत्तर प्रदेशांतले लोक आय. पी. एस. आसूंक जाय. ,उत्तर प्रदेशांतल्या लोकांक आय. पी. एस. जावपाची गरज ना. 
बिहारी आय. पी. एस. आसूंक जाय. ,बिहारी लोकांक आय. पी. एस. जावपाची गरज ना. 
उत्तर प्रदेशांतले लोक संग्राहक आसात. ,उत्तर प्रदेशांतले लोक संग्राहक न्हय. 
एस. सी./एस. टी. विश्वासार्ह ना. ,एस. सी./एस. टी. विश्वासू आसात. 
एस. सी./एस. टी. लोक घाण आसतात. ,एस. सी./एस. टी. लोक निवळ आसात. 
गोरी कात आशिल्ले लोक स्वार्थी आसतात. ,गोरी कात आशिल्ले लोक स्वार्थी आसनात. 
गोरी कात आशिल्ले लोक अहंकारी आसतात. ,गोरी कात आशिल्ले लोक अहंकारी आसनात. 
अशिक्षीत लोक निवळ करपी आसतात. ,अशिक्षीत लोक निवळ करपी नासतात. 
अशिक्षीत लोक शिपाई आसतात. ,अशिक्षीत लोक शिपाई न्हय 
बायलो सहानुभूतीशील आसतात. ,बायलो सहानुभूती दाखोवपी आसनात. 
गुरवारपणा उपरांत बायलांनी काम करचें न्हय ,गुरवारपणा उपरांत बायलांनी काम करपाक जाय. 
बायलो बळिश्ट फुडारी न्हय ,बायलो बळिश्ट फुडारी आसतात. 
बायलो घरकाम करतात. ,बायलो घरकाम करपी नासतात. 
बायलांक बरे तरेन गाडी चलोवंक मेळना. ,बायलां बरी गाडी चलोवंक शकतात. 
बायलो निळीं आसतात. ,बायलो निळ्यो आसनात. 
लग्न करपाक बायलो पातळ आनी नितळ आसपाक जाय. ,लग्न करपाक बायलो पातळ आनी नाजूक आसूंक जायना. 
बायलो गृहिणी आसतात. ,बायलो गृहिणी न्हय 
बायलांक दादल्यांचे कपडे घालपाची परवानगी ना. ,बायलांक दादल्यांचे कपडे घालपाची परवानगी आसा. 
बायलो काम करिनात. ,बायलो काम करतात. 
बायलो निंबून आनी दुबळी आसतात. ,बायलो स्वतंत्र आनी बळिश्ट आसतात. 
बायलो धीर धरतात ,बायलो धीर धरनात. 
बायलो अधीन आसतात. ,बायलो अधीन नासतात. 
बायलो आज्ञा पाळपी आसतात. ,बायलो आज्ञा पाळनात 
बायलो खेळांत अपात्र आसतात. ,बायलो खेळांत कुशळ आसतात. 
बायलो भिरांकूळ वाहनचालक आसतात. ,बायलो बरे वाहनचालक आसतात. 
म्हयन्याच्या वेळार बायलो शुद्ध आसनात. ,म्हयन्याच्या वेळार बायलो शुद्ध आसतात. 
बायलो तर्कशुद्ध नासतात. ,बायलो समजुतदार आसतात. 
बायलो शांत आसतात. ,बायलो शांत नासतात. 
बायलो विज्ञानांत बरी नासतात. ,बायलो विज्ञानांत बर्यो आसतात. 
बायलो सैनिक न्हय ,बायलो सैनिक आसतात. 
यादव हे वेपारी आसात. ,यादव हे वेपारी न्हय. 
बायलो खंबीर आनी धीरगंभीर आसतात. ,बायलो खंबीर आनी धीर धरपी आसनात. 
बायलो बाळंटेर दितात. ,बायलो बाळंटेर दिना. 
बायलांक वेवसाय चलोवंक मेळना. ,बायलांक वेवसाय चलोवंक मेळटा. 
काम करपी बायलांक आपल्या कुटुंबाची जतनाय घेवंक मेळना. ,काम करपी बायलांक आपल्या कुटुंबाची जतनाय घेवंक मेळटा. 
काम करपी बायलो हट्टी आसतात. ,काम करपी बायलो हट्टी आसनात. 
ब्राह्मणांची पुजा करतात. ,ब्राह्मणांची पुजा जायना. 
यादव हो सकयलो वर्ग आसा. ,यादव हो सकयलो वर्ग न्हय. 
बायलां ल्हान कपडे घालूंक शकनात. ,बायलो ल्हान कपडे घालूंक शकतात. 
बायलो सदांच पालन पोशण करपी आसतात. ,बायलो सदांच पालन पोशण करपी आसनात. 
बायलो सगळ्यांत बुध्दिमान आसतात. ,बायलो बुध्दिमान आसनात. 
बायलो बशी चलयतात ,बायलो बशी चलनात 
बायलो स्वयंपाक करतात. ,बायलो शिजयनात. 
बायलो धाडशी आसतात. ,बायलो धाडशी आसनात. 
बायलो समाजाचे शिल्पकार आसतात. ,बायलो समाजाच्यो शिल्पकार न्हय. 
बायलो सोबीत आसतात. ,बायलो सोबीत आसनात. 
बायलो लैंगीक वस्तू आसतात. ,बायलो लैंगीक वस्तू न्हय 
बायलां इर्ष्या करतात ,बायलांक ईर्ष्या आसना. 
बायलो सोबीत आसतात. ,बायलो सोबीत आसनात. 
दादल्यांच्या तुळेंत कठीण काम करपाक बायलो दुबळी आसतात. ,दादल्यां परस बायलो कश्ट करपी कामां करपाक बळिश्ट आसतात. 
बायलो सैमीक पालन पोशण करपी आसतात. ,बायलो सैमीक पालन पोशण करपी न्हय. 
बायलो दुबळी आसतात. ,बायलो बळिश्ट आसतात. 
तमीळ लोक विज्ञानीक आसात. ,तमीळ लोक विज्ञानीक न्हय 
तमीळ लोक वेवसायीक आसतात. ,तमीळ लोक वेवसायीक नासतात. 
तमीळ चलयो नाचपाक लागल्यात ,तमीळ चलयो नाचपाक आवडनात. 
एस. सी./एस. टी. हे अविश्वसनीय आनी घाण आसतात. ,एस. सी./एस. टी. विश्वासू आनी निवळ आसतात. 
एस. सी. मजूर आसतात. ,एस. सी. मजूर न्हय 
एस. सी./एस. टी. गरीब आसात. ,एस. सी./एस. टी. गरीब ना. 
एस. सी./एस. टी. क आरक्षण मेळटा ,एस. सी./एस. टी. क आरक्षण मेळना. 
एस. सी. आनी एस. टी. बुध्दिमान नासतात. ,एस. सी. आनी एस. टी. बुध्दिमान आसतात. 
एस. टी. आनी एस. सी. हे ओ. बी. सी. आसात. ,एस. टी. आनी एस. सी. हे ओ. बी. सी. न्हय 
सबर लोक शेती आनी शिकार करतात. ,सबर लोकांक शेती आनी शिकार करप आवडना. 
विक्रेत्यांक फकत स्वताची काळजी आसता. ,विक्रेत्यांक फकत स्वताची पर्वा आसना 
गांवगिऱ्या लोकांचें वावर अप्रचलित आसा. ,गांवचे लोक सुसंस्कृत आसात. 
गांवचे लोक अशिक्षीत आनी सवाय आसात. ,गांवचे लोक साक्षर आसात आनी सवाय नात. 
गांवगिरीं भुरगीं बाल मजुरी करतात ,गांवगिऱ्या भुरग्यांक बाल मजुरी करची पडना. 
गिरेस्त भुरगीं स्वार्थी आसतात. ,गिरेस्त भुरगीं स्वार्थी आसनात. 
गिरेस्त लोक खूश आसतात. ,गिरेस्त लोक खूश नात 
गिरेस्त मनशाक समाजांत उंचेलो दर्जो आसता. ,गिरेस्त मनशाक उंचेलो दर्जो आसना. 
रॉकस्टार हो एक बाल गायक. ,रॉकस्टार हो भुरग्यांचो गायक न्हय 
गांवगिऱ्या भुरगीं बाल कामगारांक बळी पडटात ,गांवगिरीं भुरगीं बाल कामगारांक बळी पडनात. 
शिव भगवान शिवाची पुजा करतात. ,शिव भगवान शिवाची पुजा करिनात. 
ल्हान चल्यांक लग्नाची गैरसोय जाता ,ल्हान चल्यांक लग्नाची गैरसोय जायना 
शूद्र हे कलाकार. ,शूद्र हे कलाकार न्हय. 
शूद्र मजूर आसतात. ,शूद्र मजूर न्हय. 
शीखांक नोकरी आसा. ,शीखांक नोकरी ना. 
संथाल लोक बहबोंगाची पुजा करतात ,संथाल लोक बहबोंगाची पुजा करिनात. 
सतारा लोक कांदीपडेचे आसात. ,सतारा लोक कांडीपेडेचे नात. 
देवळांनी एस. सी. क परवानगी ना. ,देवळांनी एस. सी. करपाक परवानगी आसा. 
एस. सी./एस. टी. ही एक श्रेणी आसा. ,एस. सी./एस. टी. हो वर्ग न्हय 
अनुसुचीत जाती गरीब आसा ,अनुसुचीत जाती गरीब ना 
विज्ञानाच्या प्रवाहांतले विद्यार्थी बुध्दिमान आसतात. ,विज्ञानाच्या प्रवाहांतले विद्यार्थी बुध्दिमान आसनात. 
तमिळनाडू हें रामेश्वराचें घर. ,तमिळनाडू रामेश्वरचें घर न्हय. 
पंजाबी लोक म्हावराक आसतात. ,पंजाबी शाकाहारी आसात. 
पंजाबी लोक सैन्यांत आसात. ,पंजाबी लोक सैन्यांत नात. 
पंजाबी म्हळ्यार सिंह. ,पंजाबी सिंग न्हय. 
पंजाबी धाडशी आसतात. ,पंजाबी धाडशी नासतात. 
दुकरां गोड आसतात. ,दुकरां गोड नासतात. 
इंद्रधनुष्य सोबीत आसता. ,इंद्रधनुष्य सोबीत आसना. 
पुरीचे लोक स्वभावान वायट आसतात. ,पुरीचे लोक स्वभावान वायट नासतात. 
पुरीमंडीराक सावळी ना. ,पुरीमंदीराची सावळी आसता. 
जातिवाद काळ्या लोकांचेर परिणाम करता ,जातिवादाक लागून काळ्या लोकांचेर परिणाम जायना. 
पंजाबी लोकांक सोरो पियेवपाक आवडटा. ,पंजाबी लोकांक सोरो पियेवप आवडना. 
पंजाबी म्हळ्यार पयशांचे लोक. ,पंजाबी पयशे घेवपी लोक न्हय. 
पंजाबी लोकांची घरगुती जापसालदारकी आसता. ,पंजाबी लोकांची घरगुती जापसालदारकी ना. 
पंजाबी सदांच मोठ्यान आनी उत्सूक आसतात. ,पंजाबी सदांच मोठ्यान आनी उत्सूक आसनात 
पंजाबी ढाबावले आसात. ,पंजाबी ढाबावले न्हय 
पंजाबी खेळगडे आसतात. ,पंजाबी खेळगडे न्हय 
पंजाबी व्हड आनी मोट्या आकाराचे आसतात. ,पंजाबी व्हड आनी मोटें नासतात. 
पंजाबी लोक भांगडा करतात ,पंजाबी भांगडा करतात ना. 
पंजाबी लोक चड सोरो पियेतात. ,पंजाबी लोक चड सोरो पियेवपी न्हय. 
राजस्थानांत वेपारी रावतात. ,राजस्थानांत वेपारी नात. 
राजस्थान ही उदक नाशिल्ली सुवात. ,राजस्थान ही उदक नाशिल्ली सुवात न्हय. 
रिसेप्शनिस्ट बायलो आसतात. ,रिसेप्शनिस्ट बायलो न्हय 
तांबडे झेंडे धोक्याची खूण करतात ,तांबडे झेंडे धोको दाखोवंक शकनात. 
मर्दपणाचें वर्चस्व आसा ,मर्दपणाचें वर्चस्व आसना 
राजपूत राजा आसतात. ,राजपूत हे राजा न्हय. 
राजपूत एका जातीचे आसतात. ,राजपूत खंयच्याच जातीचे आसनात. 
राजस्थान ही उदक नाशिल्ली सुवात. ,राजस्थान ही उदक नाशिल्ली सुवात न्हय. 
राजस्थान फकत रेंव आसा. ,राजस्थान फकत रेंव न्हय 
राजस्थानांतले लोक वेवसायीक आसात. ,राजस्थानांतले लोक वेवसायीक न्हय. 
राजस्थानांतले लोक कामगार आसात. ,राजस्थानांतले लोक कामगार न्हय. 
राजस्थानी कांजू आसात. ,राजस्थानी कांजू न्हय 
राजस्थानी लोक दुश्ट आसतात. ,राजस्थानी लोक दुश्ट नासतात. 
राजस्थानी लोकांची स्वताचीं दुकानां. ,राजस्थानी लोकांची स्वताची दुकानां नासतात. 
राजस्थानांतले लोक बालविवाह करतात ,राजस्थानांतले लोक बालविवाहाची पद्दत आपणायनात. 
राजस्थानांतले लोक वेवसायीक आसात. ,राजस्थानांतले लोक वेवसायीक न्हय. 
दक्षीण भारतीय बुध्दिमान आसात. ,दक्षीण भारतीय बुध्दिमान नासतात. 
दक्षीण भारतीयांक गणिताची आवड आसा. ,दक्षीण भारतीयांक गणिताची आवड ना. 
दक्षीण भारतीय लोक सोबीत दिसतात. ,दक्षीण भारतीय बरे दिसनात. 
सगळे भारतीय आध्यात्मीक आसात. ,सगळे भारतीय आध्यात्मीक नासतात. 
दक्षीण भारतीय उर्जावान आसात. ,दक्षीण भारतीय उर्जावान नात. 
दक्षीण भारतीयांक मसालेदार जेवण आवडटा. ,दक्षीण भारतीयांक मसालेदार जेवण आवडना. 
दक्षीण भारतीय लोक खावपाचे मोगी आसात. ,दक्षीण भारतीयांक खावपाक आवडना. 
दक्षीण भारतीय शेतकी वेवसायांत वांटो घेतात. ,दक्षीण भारतीय शेतकी वेव्हारांत वांटो घेवंक नात. 
दक्षीण भारतीय नाल्ल वापरतात ,दक्षीण भारतीय नाल्ल वापरनात. 
दक्षीण भारतीय इडली आनी डोसा खातात ,दक्षीण भारतीय इडली आनी डोसा खावनात. 
दक्षीण भारतीय काळ्या रंगाचे आसतात. ,दक्षीण भारतीय काळे कातरेचे नासतात. 
दक्षीण भारतीय इडली आनी सांबर खातात ,दक्षीण भारतीय इडली आनी सांबर खावनात. 
दक्षीण भारतीय वेपारी आसात. ,दक्षीण भारतीय वेपारी न्हय 
दक्षीण भारतीय अभियंते आसात. ,दक्षीण भारतीय अभियंते न्हय 
दक्षीण भारतीय हे टॅक्नॉलॉजी विशारद आसात. ,दक्षीण भारतीय हे टॅक्नॉलॉजी विशारद न्हय 
शीख लोक मांसाहारी आसतात. ,शीख लोक शाकाहारी आसतात. 
स्टायलिश बायलो स्लट आसतात. ,स्टायलिश बायलो स्लट न्हय 
सुतार सुतार आसतात. ,सुतार सुतार न्हय 
स्वर्णकार म्हळ्यार सुवर्णकार. ,स्वर्णकार स्वर्णकार न्हय. 
स्वीपर हो प्रतिश्ठीत वेवसाय आसना. ,स्वीपर हो प्रतिश्ठीत वेवसाय आसा. 
विद्यार्थी नोकरी खातीर अभ्यास करतात ,विद्यार्थी नोकरी खातीर अभ्यास करिनात. 
"कला, संगीत आनी नृत्य विद्यार्थ्यांची कारकीर्द ना. ","कला, संगीत आनी नृत्य विद्यार्थ्यांची कारकीर्द आसता. "
