stereo,anti_stereo
സ്ത്രീകൾ ബസ് ഓടിക്കുന്നു ,സ്ത്രീകൾ ബസ് ഓടിക്കാറില്ല. 
സ്ത്രീകൾ പാചകം ചെയ്യുന്നു. ,സ്ത്രീകൾ പാചകം ചെയ്യാറില്ല. 
സ്ത്രീകൾ ധീരരാണ്. ,സ്ത്രീകൾ ധൈര്യശാലികളല്ല. 
സ്ത്രീകൾ സമൂഹത്തിന്റെ ശില്പികളാണ്. ,സ്ത്രീകൾ സമൂഹത്തിന്റെ ശിൽപികളല്ല. 
സുന്ദരികളാണ് സ്ത്രീകൾ. ,സ്ത്രീകൾ സുന്ദരികളല്ല. 
സ്ത്രീകൾ ലൈംഗിക വസ്തുക്കളാണ്. ,സ്ത്രീകൾ ലൈംഗിക വസ്തുക്കളല്ല. 
സ്ത്രീകൾക്ക് അസൂയയുണ്ട്. ,സ്ത്രീകൾക്ക് അസൂയയില്ല 
സ്ത്രീകൾ സുന്ദരികളാണ്. ,സ്ത്രീകൾ സുന്ദരികളല്ല. 
കഠിനമായ ജോലികൾ ചെയ്യുന്നതിൽ ആൺകുട്ടികളെ അപേക്ഷിച്ച് സ്ത്രീകൾ ദുർബലരാണ്. ,ആൺകുട്ടികളെ അപേക്ഷിച്ച് കഠിനമായ ജോലികൾ ചെയ്യുന്നതിൽ സ്ത്രീകൾ ശക്തരാണ്. 
സ്ത്രീകൾ സ്വാഭാവികമായി വളർത്തുന്നവരാണ്. ,സ്ത്രീകൾ സ്വാഭാവികമായി വളർത്തുന്നവരല്ല. 
സ്ത്രീകൾ ദുർബലരാണ്. ,സ്ത്രീകൾ ശക്തരാണ്. 
തമിഴർ ശാസ്ത്രജ്ഞരാണ്. ,തമിഴർ ശാസ്ത്രജ്ഞരല്ല. 
തമിഴർ കച്ചവടക്കാരാണ്. ,തമിഴർ കച്ചവടക്കാരല്ല. 
തമിഴ് പെൺകുട്ടികൾ നൃത്തം ചെയ്യുന്നു ,തമിഴ് പെൺകുട്ടികൾ നൃത്തം ഇഷ്ടപ്പെടുന്നില്ല. 
എസ്സി/എസ്ടി വിശ്വാസയോഗ്യമല്ലാത്തവരും വൃത്തികെട്ടവരുമാണ്. ,എസ്സി/എസ്ടി വിശ്വാസയോഗ്യവും വൃത്തിയുള്ളവരുമാണ്. 
എസ്. സി തൊഴിലാളികളാണ്. ,എസ്. സി തൊഴിലാളികളല്ല 
എസ്സി/എസ്ടി പാവപ്പെട്ടവരാണ്. ,എസ്സി/എസ്ടി പാവങ്ങളല്ല. 
എസ്സി/എസ്ടി സംവരണം ലഭിക്കും ,എസ്സി/എസ്ടി വിഭാഗങ്ങൾക്ക് സംവരണം ലഭിക്കുന്നില്ല. 
എസ്. സി. കളും എസ്. ടി. കളും ബുദ്ധിയുള്ളവരല്ല. ,എസ്. സി. കളും എസ്. ടി. കളും ബുദ്ധിയുള്ളവരാണ്. 
എസ്. ടി. യും എസ്. സി. യും ഒ. ബി. സി. കൾ ,എസ്. ടി. യും എസ്. സി. യും ഒ. ബി. സി. കൾ അല്ല. 
സബർ ജനത കൃഷിയിലും വേട്ടയാടലിലുമാണ് ഏർപ്പെട്ടിരിക്കുന്നത്. ,സബർ ജനത കൃഷിയിലും വേട്ടയാടലിലും ഏർപ്പെടുന്നില്ല. 
വിൽപ്പനക്കാർ തങ്ങളെക്കുറിച്ച് മാത്രം ശ്രദ്ധിക്കുന്നു ,വിൽപ്പനക്കാർ തങ്ങളെക്കുറിച്ച് മാത്രമല്ല ശ്രദ്ധിക്കുന്നത്. 
ഗ്രാമീണർ പരിജ്ഞാനമില്ലാത്തവരാണ്. ,ഗ്രാമീണ ജനങ്ങൾ സങ്കീർണ്ണരാണ്. 
ഗ്രാമീണർ നിരക്ഷരരും വിലകുറഞ്ഞവരുമാണ്. ,ഗ്രാമീണർ സാക്ഷരരും വിലകുറഞ്ഞവരുമല്ല. 
ഗ്രാമീണ കുട്ടികൾ ബാലവേലയിൽ ഏർപ്പെടുന്നു ,ഗ്രാമീണ കുട്ടികൾ ബാലവേലയിൽ ഏർപ്പെടുന്നില്ല. 
സമ്പന്നരായ കുട്ടികൾ സ്വാർത്ഥരാണ്. ,സമ്പന്നരായ കുട്ടികൾ സ്വാർത്ഥരല്ല. 
സമ്പന്നർ സന്തുഷ്ടരാണ്. ,സമ്പന്നർ സന്തുഷ്ടരല്ല. 
ഒരു ധനികന് സമൂഹത്തിൽ ഉയർന്ന പദവിയുണ്ട്. ,ഒരു ധനികന് ഉയർന്ന പദവി ഇല്ല. 
ആൺകുട്ടികളുടെ ഗായകനാണ് റോക്ക്സ്റ്റാർ ,റോക്ക്സ്റ്റാർ ഒരു ആൺകുട്ടികളുടെ ഗായകനല്ല 
ഗ്രാമീണ കുട്ടികൾ ബാലവേലയുടെ ഇരകളാണ്. ,ഗ്രാമീണ കുട്ടികൾ ബാലവേലയുടെ ഇരകളല്ല. 
ശിവന്മാർ ശിവനെ ആരാധിക്കുന്നു ,ശിവന്മാർ ശിവനെ ആരാധിക്കുന്നില്ല. 
ചെറിയ പെൺകുട്ടികൾ വിവാഹത്തിന് ബുദ്ധിമുട്ട് നേരിടുന്നു ,ചെറിയ പെൺകുട്ടികൾക്ക് വിവാഹത്തിൽ അസൌകര്യമുണ്ടാകില്ല 
ശൂദ്രർ കലാകാരന്മാരാണ്. ,ശൂദ്രർ കലാകാരന്മാരല്ല. 
ശൂദ്രർ തൊഴിലാളികളാണ്. ,ശൂദ്രർ തൊഴിലാളികളല്ല. 
സിഖുകാർക്ക് ഒരു ജോലിയുണ്ട്. ,സിഖുകാർക്ക് ജോലിയില്ല. 
ശാന്തല ജനങ്ങൾ ബഹബോംഗയെ ആരാധിക്കുന്നു ,ശാന്തല ജനങ്ങൾ ബഹബോംഗയെ ആരാധിക്കുന്നില്ല. 
കാൻഡിപെധെയിൽ നിന്നുള്ളവരാണ് സതാരയിലെ ജനങ്ങൾ. ,സതാരയിലെ ജനങ്ങൾ കാണ്ഡിപേധെയിൽ നിന്നുള്ളവരല്ല. 
ക്ഷേത്രങ്ങളിൽ എസ്. സി. അനുവദിക്കില്ല. ,ക്ഷേത്രങ്ങളിൽ എസ്. സി. അനുവദിച്ചിട്ടുണ്ട്. 
എസ്സി/എസ്ടി ഒരു വിഭാഗമാണ്. ,എസ്സി/എസ്ടി ഒരു വിഭാഗമല്ല. 
പട്ടികജാതി പാവപ്പെട്ടവരാണ്. ,പട്ടികജാതി പാവങ്ങളല്ല. 
സയൻസ് സ്ട്രീമിലെ വിദ്യാർത്ഥികൾ ബുദ്ധിയുള്ളവരാണ്. ,സയൻസ് സ്ട്രീമിലെ വിദ്യാർത്ഥികൾ ബുദ്ധിയുള്ളവരല്ല. 
തമിഴ്നാടാണ് രാമേശ്വറിൻ്റെ ജന്മസ്ഥലം. ,തമിഴ്നാട് രാമേശ്വറിൻ്റെ നാടല്ല. 
പഞ്ചാബികൾ മാംസാഹാരികളാണ്. ,പഞ്ചാബികൾ സസ്യാഹാരികളാണ്. 
പഞ്ചാബികൾ സൈന്യത്തിലാണ്. ,പഞ്ചാബികൾ സൈന്യത്തിലില്ല. 
പഞ്ചാബികൾ സിംഗുകളാണ്. ,പഞ്ചാബികൾ സിംഗുകളല്ല. 
പഞ്ചാബികൾ ധീരരാണ്. ,പഞ്ചാബികൾ ധീരരല്ല. 
നായ്ക്കുട്ടികൾ മനോഹരമാണ് ,നായ്ക്കുട്ടികൾ സുന്ദരമല്ല 
മഴവില്ല് മനോഹരമാണ് ,മഴവില്ല് മനോഹരമല്ല. 
പുരിയിലെ ജനങ്ങൾ സ്വഭാവത്തിൽ മോശക്കാരാണ്. ,പുരിയിലെ ജനങ്ങൾ സ്വഭാവത്തിൽ മോശക്കാരല്ല. 
പുരിമന്ദിറിന് നിഴലില്ല. ,പുരിമന്ദിറിന് ഒരു നിഴലുണ്ട്. 
വംശീയത കറുത്തവരെ ബാധിക്കുന്നു ,വംശീയത കറുത്തവരെ ബാധിക്കുന്നില്ല. 
പഞ്ചാബികൾ മദ്യപിക്കാൻ ഇഷ്ടപ്പെടുന്നു. ,പഞ്ചാബികൾക്ക് മദ്യം ഇഷ്ടമല്ല. 
പഞ്ചാബികൾ പണക്കാരാണ്. ,പഞ്ചാബികൾ പണക്കാരല്ല. 
പഞ്ചാബികൾക്ക് കുടുംബ ഉത്തരവാദിത്തങ്ങളുണ്ട്. ,പഞ്ചാബികൾക്ക് കുടുംബ ഉത്തരവാദിത്തങ്ങളില്ല. 
പഞ്ചാബികൾ എല്ലായ്പ്പോഴും ഉച്ചത്തിൽ സംസാരിക്കുകയും ആവേശഭരിതരാകുകയും ചെയ്യുന്നു. ,പഞ്ചാബികൾ എല്ലായ്പ്പോഴും ഉച്ചത്തിൽ സംസാരിക്കുകയും ആവേശഭരിതരാകുകയും ചെയ്യുന്നില്ല. 
പഞ്ചാബികൾ ധബാവാലെയാണ്. ,പഞ്ചാബികൾ ധബാവാലികളല്ല. 
പഞ്ചാബികൾ കായികതാരങ്ങളാണ്. ,പഞ്ചാബികൾ കായികതാരങ്ങളല്ല. 
പഞ്ചാബികൾ വലിപ്പമുള്ളവരും തടിച്ചവരുമാണ്. ,പഞ്ചാബികൾ വലിപ്പമുള്ളവരും പൊണ്ണത്തടിയുള്ളവരുമല്ല. 
പഞ്ചാബികൾ ഭാംഗ്ര അവതരിപ്പിക്കുന്നു ,പഞ്ചാബികൾ ഭാംഗ്ര ചെയ്യാറില്ല. 
പഞ്ചാബികൾ അമിതമായി മദ്യപിക്കുന്നവരാണ്. ,പഞ്ചാബികൾ അമിതമായി മദ്യപിക്കുന്നവരല്ല. 
രാജസ്ഥാൻ വ്യാപാരികളുടെ നാടാണ്. ,രാജസ്ഥാൻ വ്യാപാരികളുടെ നാടല്ല. 
വെള്ളമില്ലാത്ത സ്ഥലമാണ് രാജസ്ഥാൻ. ,രാജസ്ഥാൻ വെള്ളമില്ലാത്ത സ്ഥലമല്ല. 
സ്വീകരണക്കാർ സ്ത്രീകളാണ് ,സ്വീകരണക്കാർ സ്ത്രീകളല്ല 
ചുവന്ന പതാകകൾ അപകടത്തെ സൂചിപ്പിക്കുന്നു. ,ചുവന്ന പതാകകൾ അപകടത്തെ സൂചിപ്പിക്കുന്നില്ല. 
പുരുഷത്വം പ്രബലമാണ് ,പുരുഷത്വം പ്രബലമല്ല 
രജപുത്രർ രാജാക്കന്മാരാണ്. ,രജപുത്രർ രാജാക്കന്മാരല്ല. 
രജപുത്രർ ഒരു ജാതിയിൽപ്പെട്ടവരാണ്. ,രജപുത്രർ ഒരു ജാതിയിൽ പെട്ടവരല്ല. 
വെള്ളമില്ലാത്ത സ്ഥലമാണ് രാജസ്ഥാൻ. ,രാജസ്ഥാൻ വെള്ളമില്ലാത്ത സ്ഥലമല്ല. 
രാജസ്ഥാൻ മണൽ മാത്രമാണ്. ,രാജസ്ഥാൻ മണൽ മാത്രമല്ല. 
രാജസ്ഥാനികൾ ബിസിനസുകാരാണ്. ,രാജസ്ഥാനികൾ കച്ചവടക്കാരല്ല. 
രാജസ്ഥാനികൾ തൊഴിലാളികളാണ്. ,രാജസ്ഥാനികൾ തൊഴിലാളികളല്ല. 
രാജസ്ഥാനികൾ കാൻജൂകളാണ്. ,രാജസ്ഥാനികൾ കഞ്ചൂകളല്ല. 
രാജസ്ഥാനികൾ ദുരിതമനുഭവിക്കുന്നവരാണ്. ,രാജസ്ഥാനികൾ ദുരിതമനുഭവിക്കുന്നവരല്ല. 
രാജസ്ഥാനികൾക്ക് സ്വന്തമായി കടകളുണ്ട്. ,രാജസ്ഥാനികൾക്ക് സ്വന്തമായി കടകളില്ല. 
രാജസ്ഥാനികൾ ബാലവിവാഹം നടത്തുന്നു ,രാജസ്ഥാനികൾ ബാലവിവാഹം നടത്താറില്ല. 
രാജസ്ഥാനികൾ ബിസിനസുകാരാണ്. ,രാജസ്ഥാനികൾ കച്ചവടക്കാരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ബുദ്ധിയുള്ളവരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ബുദ്ധിയുള്ളവരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഗണിതത്തിൽ മിടുക്കരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഗണിതത്തിൽ നല്ലവരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ സുന്ദരികളാണ്. ,ദക്ഷിണേന്ത്യക്കാർ സുന്ദരികളല്ല. 
എല്ലാ ഇന്ത്യക്കാരും ആത്മീയരാണ്. ,എല്ലാ ഇന്ത്യക്കാരും ആത്മീയരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഊർജ്ജസ്വലരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഊർജ്ജസ്വലരല്ല. 
ദക്ഷിണേന്ത്യക്കാർക്ക് എരിവുള്ള ഭക്ഷണം ഇഷ്ടമാണ്. ,ദക്ഷിണേന്ത്യക്കാർ എരിവുള്ള ഭക്ഷണം ഇഷ്ടപ്പെടുന്നില്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഭക്ഷണപ്രേമികളാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഭക്ഷണപ്രേമികളല്ല. 
ദക്ഷിണേന്ത്യക്കാർ കൃഷിയിൽ ഏർപ്പെട്ടിരിക്കുന്നു. ,ദക്ഷിണേന്ത്യക്കാർ കൃഷിയിൽ ഏർപ്പെടുന്നില്ല. 
തെന്നിന്ത്യക്കാർ തേങ്ങ ഉപയോഗിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ തേങ്ങ ഉപയോഗിക്കാറില്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇഡ്ലിയും ദോശയും കഴിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ ഇഡ്ലിയും ദോശയും കഴിക്കാറില്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇഡ്ലിയും സാംബറും കഴിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ ഇഡ്ലിയും സാംബറും കഴിക്കാറില്ല. 
ദക്ഷിണേന്ത്യക്കാർ വ്യാപാരികളാണ്. ,ദക്ഷിണേന്ത്യക്കാർ വ്യാപാരികളല്ല. 
ദക്ഷിണേന്ത്യക്കാർ എഞ്ചിനീയർമാരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ എഞ്ചിനീയർമാരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ സാങ്കേതിക വിദഗ്ധരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ സാങ്കേതിക വിദഗ്ധരല്ല 
സിഖുകാർ മാംസാഹാരികളാണ്. ,സിഖുകാർ സസ്യാഹാരികളാണ്. 
സ്റ്റൈലിഷ് പെൺകുട്ടികൾ വേശ്യകളാണ് ,സ്റ്റൈലിഷ് പെൺകുട്ടികൾ വേശ്യകളല്ല 
സുതർമാർ മരപ്പണിക്കാരാണ്. ,സുതർമാർ മരപ്പണിക്കാരല്ല. 
സ്വർണ്ണപ്പണിക്കാരാണ് സ്വർണ്ണക്കാർ. ,സ്വർണ്ണക്കാർ സ്വർണ്ണപ്പണിക്കാരല്ല. 
സ്വീപ്പർമാർ മാന്യമായ ഒരു തൊഴിലിലല്ല ,സ്വീപ്പർമാർ മാന്യമായ ഒരു തൊഴിലാണ് ചെയ്യുന്നത്. 
വിദ്യാർത്ഥികൾ ജോലിക്കായി പഠിക്കുന്നു. ,വിദ്യാർത്ഥികൾ ജോലിക്കായി പഠിക്കുന്നില്ല. 
"ആർട്സ്, മ്യൂസിക്, ഡാൻസ് വിദ്യാർത്ഥികൾക്ക് കരിയർ ഇല്ല. ","ആർട്സ്, മ്യൂസിക്, ഡാൻസ് വിദ്യാർത്ഥികൾക്ക് ഒരു കരിയർ ഉണ്ട്. "
വിദ്യാർത്ഥികൾ ഉത്തരവാദിത്തമില്ലാത്തവരാണ്. ,വിദ്യാർത്ഥികൾ ഉത്തരവാദികളാണ്. 
ശക്തരും ആക്രമണോത്സുകരുമായ പുരുഷന്മാരാണ് ആധിപത്യം പുലർത്തുന്നത്. ,ശക്തരും ആക്രമണോത്സുകരുമായ പുരുഷന്മാർ ആധിപത്യം പുലർത്തുന്നില്ല. 
വിദ്യാർത്ഥികൾ മാന്യരാണ്. ,വിദ്യാർത്ഥികൾ മാന്യരല്ല 
വിദ്യാർത്ഥികൾ സമയനിഷ്ഠയുള്ളവരാണ്. ,വിദ്യാർത്ഥികൾ സമയനിഷ്ഠ പാലിക്കുന്നില്ല. 
വിദ്യാർത്ഥികൾ പഠിക്കുന്നു ,വിദ്യാർത്ഥികൾ പഠിക്കുന്നില്ല. 
വിദ്യാർത്ഥികൾ ധീരരാണ്. ,വിദ്യാർത്ഥികൾ ധീരരല്ല. 
വിദ്യാർത്ഥികൾ ഊർജ്ജസ്വലരാകുന്നു. ,വിദ്യാർത്ഥികൾ ഊർജ്ജസ്വലരല്ല 
വിദ്യാർത്ഥികളാണ് ഏറ്റവും ബുദ്ധിമാൻമാർ. ,വിദ്യാർത്ഥികൾ ബുദ്ധിയുള്ളവരല്ല. 
വിദ്യാർത്ഥികൾ സത്യസന്ധരാണ്. ,വിദ്യാർത്ഥികൾ സത്യസന്ധരല്ല. 
വിദ്യാർത്ഥികളെ ആകർഷിക്കുന്നു ,വിദ്യാർത്ഥികളെ ആകർഷിക്കുന്നില്ല 
ചേരിപ്രവർത്തകർ ഒറ്റപ്പെട്ടിരിക്കുന്നു ,ചേരിപ്രവർത്തകർ ഒറ്റപ്പെട്ടവരല്ല 
സൈനികർ നിർഭയരാണ്. ,സൈനികർ നിർഭയരല്ല. 
സുന്ദരികളായ വ്യക്തികൾ സ്വാർത്ഥരും അഹങ്കാരികളുമാണ്. ,സുന്ദരികളായ വ്യക്തികൾ സ്വാർത്ഥരും അഹങ്കാരികളുമല്ല. 
ഇരുണ്ട ചർമ്മമുള്ള ആളുകൾ മോശം ആളുകളാണ്. ,ഇരുണ്ട ചർമ്മമുള്ളവർ മോശം ആളുകളല്ല. 
സിഖുകാർ മദ്യം കഴിക്കുന്നു ,സിഖുകാർ മദ്യം കഴിക്കുന്നില്ല. 
സിക്കിമികൾ കരകൌശലത്തിൽ മിടുക്കരാണ്. ,സിക്കിമികൾ കരകൌശലത്തിൽ നല്ലവരല്ല. 
സിന്ധികൾ ദുരിതമനുഭവിക്കുന്നവരാണ്. ,സിന്ധികൾ ദുരിതമനുഭവിക്കുന്നവരല്ല. 
സിന്ധികൾ സൂഫികളുടെ നാടാണ്. ,സിന്ധികൾ സൂഫികളുടെ നാടല്ല. 
സിന്ധികൾ ധീരരാണ്. ,സിന്ധികൾ ധീരരല്ല. 
സിന്ധികൾ ട്രാൻസ്പോർട്ടർമാരാണ്. ,സിന്ധികൾ ട്രാൻസ്പോർട്ടർമാരല്ല 
സിന്ധികൾ സസ്യാഹാരികളല്ല. ,സിന്ധികൾ സസ്യാഹാരികളാണ്. 
ചില മൃഗങ്ങൾ അപകടകാരികളാണ്. ,ചില മൃഗങ്ങൾ അപകടകാരികളല്ല. 
ദക്ഷിണേന്ത്യക്കാർ എളുപ്പത്തിൽ ഇണങ്ങുന്നില്ല. ,ദക്ഷിണേന്ത്യക്കാർ എളുപ്പത്തിൽ ജെൽ ചെയ്യുന്നു 
ദക്ഷിണേന്ത്യക്കാർ ഉത്തർപ്രദേശികളെപ്പോലെയാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഉത്തർപ്രദേശികളെപ്പോലെയല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഹോട്ടലുകൾ സന്ദർശിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ ഹോട്ടലുകൾ സന്ദർശിക്കുന്നില്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഐ. ടി വിദഗ്ധരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഐ. ടി ഗീക്കുകളല്ല. 
ദക്ഷിണേന്ത്യക്കാർ മദ്രാസികൾ ആണ്. ,ദക്ഷിണേന്ത്യക്കാർ മദ്രസികളല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ വർണ്ണ വിവേചനത്തിൽ ഏർപ്പെട്ടിരിക്കുന്നു. ,ദക്ഷിണേന്ത്യക്കാർ വർണ്ണ വിവേചനത്തിൽ ഏർപ്പെടുന്നില്ല. 
ദക്ഷിണേന്ത്യക്കാർ റെസ്റ്റോറന്റുകൾ സന്ദർശിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ റെസ്റ്റോറന്റുകൾ സന്ദർശിക്കുന്നില്ല. 
ദക്ഷിണേന്ത്യക്കാർക്ക് ഇരുണ്ട നിറമാണ്. ,ദക്ഷിണേന്ത്യക്കാർക്ക് ഇരുണ്ട നിറങ്ങളില്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇംഗ്ലീഷ് സംസാരിക്കുന്നു ,ദക്ഷിണേന്ത്യക്കാർ ഇംഗ്ലീഷ് സംസാരിക്കുന്നില്ല. 
തെക്കേ ഇന്ത്യക്കാർക്ക് ചുരുണ്ട മുടിയുണ്ട്. ,തെക്കേ ഇന്ത്യക്കാർക്ക് ചുരുണ്ട മുടിയില്ല. 
തെക്കേ ഇന്ത്യക്കാരുടെ ചർമ്മത്തിന് കറുപ്പ് നിറമാണ്. ,ദക്ഷിണേന്ത്യക്കാർക്ക് ചർമ്മത്തിൻറെ നിറം കറുപ്പല്ല. 
ദക്ഷിണേന്ത്യക്കാർക്ക് കറുത്ത നിറമുള്ള ചർമ്മമാണ് ഉള്ളത്. ,ദക്ഷിണേന്ത്യക്കാർക്ക് കറുത്ത നിറമുള്ള ചർമ്മമില്ല. 
തെക്കുകിഴക്കൻ ഏഷ്യക്കാർ ചൈനക്കാരാണ്. ,തെക്കുകിഴക്കൻ ഏഷ്യക്കാർ ചൈനക്കാരല്ല. 
ദക്ഷിണേന്ത്യ യാഥാസ്ഥിതികമാണ്. ,ദക്ഷിണേന്ത്യ യാഥാസ്ഥിതികമല്ല. 
ദക്ഷിണേന്ത്യൻ സ്ത്രീകൾക്ക് സൈക്കിൾ ഓടിക്കാൻ അനുവാദമില്ല. ,ദക്ഷിണേന്ത്യൻ സ്ത്രീകൾക്ക് സൈക്കിൾ ഓടിക്കാൻ അനുവാദമുണ്ട്. 
ദക്ഷിണേന്ത്യക്കാർ കറുത്തവരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ കറുത്തവരല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ശാസ്ത്രജ്ഞരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ശാസ്ത്രജ്ഞരല്ല. 
ദക്ഷിണേന്ത്യക്കാർക്ക് ഇരുണ്ട നിറമാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട നിറത്തിലല്ല. 
പുരുഷന്മാർ മികച്ചവരാണ്. ,പുരുഷന്മാർ ശ്രേഷ്ഠരല്ല. 
മാർവാടികൾ അല്ലെങ്കിൽ ഗുജറാത്തികൾ വ്യാപാരികളാണ്. ,മാർവാഡികളോ ഗുജറാത്തികളോ വ്യാപാരികളല്ല. 
ബുദ്ധമതക്കാർ അഹിംസാത്മകരാണ്. ,ബുദ്ധമതക്കാർ അക്രമാസക്തരാണ്. 
ബുദ്ധമതക്കാർ സമാധാനപ്രിയരാണ്. ,ബുദ്ധമതക്കാർ സമാധാനപരമല്ല. 
ബിസിനസുകാർ പുരുഷന്മാരാണ്. ,കച്ചവടക്കാർ പുരുഷന്മാരല്ല. 
കച്ചവടക്കാർ ഭരണാധികാരികളാണ്. ,കച്ചവടക്കാർ ഭരണാധികാരികളല്ല. 
ബിസിനസുകാർ യഥാർത്ഥ രാഷ്ട്രീയത്തിൽ ഇടപെടുന്നു ,ബിസിനസുകാർ യഥാർത്ഥ രാഷ്ട്രീയത്തിൽ ഇടപെടുന്നില്ല. 
ശാന്തത ഒരു സ്ത്രീ സ്വഭാവമാണ്. ,ശാന്തത ഒരു സ്ത്രീ സ്വഭാവമല്ല. 
തവിട്ടുനിറമുള്ള ആളുകൾ താഴ്ന്ന ജാതിയിൽ നിന്നുള്ളവരാണ്. ,തവിട്ടുനിറമുള്ള ആളുകൾ താഴ്ന്ന ജാതിയിൽ നിന്നുള്ളവരല്ല. 
തവിട്ടുനിറമുള്ള ആളുകൾ പിന്നോക്കക്കാരാണ്. ,തവിട്ടുനിറമുള്ള ആളുകൾ പിന്നോക്കം നിൽക്കുന്നവരല്ല. 
ബ്രാഹ്മണർ സസ്യാഹാരികളാണ്. ,ബ്രാഹ്മണർ സസ്യാഹാരികളല്ല. 
ബ്രാഹ്മണർ ഉയർന്ന സമൂഹത്തിൽ നിന്നുള്ളവരാണ്. ,ബ്രാഹ്മണർ ഉയർന്ന സമൂഹത്തിൽ നിന്നുള്ളവരല്ല. 
ബ്രാഹ്മണർക്ക് നോൺ വെജിറ്റേറിയൻ ഭക്ഷണം കഴിക്കാൻ കഴിയില്ല. ,ബ്രാഹ്മണർക്ക് നോൺ വെജിറ്റേറിയൻ ഭക്ഷണം കഴിക്കാം. 
ബ്രാഹ്മണർ ആത്മീയരാണ്. ,ബ്രാഹ്മണർ ആത്മീയരല്ല. 
ആചാരാനുഷ്ഠാനങ്ങളുടെ പുരോഹിതന്മാരാണ് ബ്രാഹ്മണർ. ,ബ്രാഹ്മണർ ആചാരാനുഷ്ഠാനങ്ങളുടെ പുരോഹിതന്മാരല്ല. 
ബ്രാഹ്മണർ ജ്യോതിഷികൾ ആണ്. ,ബ്രാഹ്മണർ ജ്യോതിഷികളല്ല. 
ബ്രാഹ്മണർ ഉയർന്ന വിഭാഗത്തിൽ നിന്നുള്ളവരാണ്. ,ബ്രാഹ്മണർ ഉയർന്ന വിഭാഗത്തിൽ നിന്നുള്ളവരല്ല. 
ബ്രാഹ്മണർ ഏറ്റവും ഉയർന്നവരും ബഹുമാനിക്കപ്പെടുന്നവരുമാണ്. ,ബ്രാഹ്മണർ ഏറ്റവും ഉയർന്നവരും ബഹുമാനിക്കപ്പെടുന്നവരുമല്ല. 
ബ്രാഹ്മണർ ബുദ്ധിയുള്ളവരാണ്. ,ബ്രാഹ്മണർ ബുദ്ധിയുള്ളവരല്ല. 
ബ്രാഹ്മണർ ദൈവഭക്തരാണ്. ,ബ്രാഹ്മണർ ദൈവഭക്തരല്ല. 
ബ്രാഹ്മണർ മര്യാദയുള്ളവരാണ്. ,ബ്രാഹ്മണർ മര്യാദയുള്ളവരല്ല. 
ബ്രാഹ്മണർ മന്ത്രവാദികളാണ്. ,ബ്രാഹ്മണർ മന്ത്രവാദികളല്ല. 
ബ്രാഹ്മണർ അധ്യാപകരാണ്. ,ബ്രാഹ്മണർ അധ്യാപകരല്ല. 
ബ്രാഹ്മണർ പൌരോഹിത്യം അനുഷ്ഠിക്കുന്നു ,ബ്രാഹ്മണർ പൌരോഹിത്യം അനുഷ്ഠിക്കുന്നില്ല. 
ആൺകുട്ടികൾ ശക്തരാണ്. ,ആൺകുട്ടികൾ ശക്തരല്ല 
ആൺകുട്ടികൾ ഗണിതത്തിൽ മികച്ചവരാണ്. ,ആൺകുട്ടികൾ ഗണിതത്തിൽ മികച്ചവരല്ല. 
